day,blocks,p50,p80,p90,p99
2025-11-01 00:00:00.000 UTC,7149,0.008567320704445821,0.008567320704445821,0.018886191436628553,0.0743774673860374
2025-11-02 00:00:00.000 UTC,7155,0.008411725979850987,0.008411725979850987,0.017399551347421497,0.0765544118481224
2025-11-03 00:00:00.000 UTC,7155,0.013805735083446014,0.013805735083446014,0.06194854782400239,1.292600420722633
2025-11-04 00:00:00.000 UTC,7149,0.018183991159891433,0.018183991159891433,0.09104057641188805,1.1179987501181678
2025-11-05 00:00:00.000 UTC,7139,0.013749469920708602,0.013749469920708602,0.04057496399496794,0.20831334084449465
2025-11-06 00:00:00.000 UTC,7148,0.014148446300056874,0.014148446300056874,0.04447341041191746,0.27271491695839667
2025-11-07 00:00:00.000 UTC,7146,0.01552855173869991,0.01552855173869991,0.04816216759575166,0.24142219058301045
2025-11-08 00:00:00.000 UTC,7152,0.00960433829539686,0.00960433829539686,0.0232497630559569,0.12062872177770163
2025-11-09 00:00:00.000 UTC,7161,0.009406984323159458,0.009406984323159458,0.02477878528855132,0.15014954907003342
2025-11-10 00:00:00.000 UTC,7141,0.012926754177754154,0.012926754177754154,0.039601801669624896,0.19922069686330648
2025-11-11 00:00:00.000 UTC,7136,0.012826567579419456,0.012826567579419456,0.03990500332499521,0.23759261680061394
2025-11-12 00:00:00.000 UTC,7149,0.011028748915677967,0.011028748915677967,0.033949177160816864,0.19635908070139674
2025-11-13 00:00:00.000 UTC,7136,0.013566793448658378,0.013566793448658378,0.050516422981929626,0.2585456114246784
2025-11-14 00:00:00.000 UTC,7154,0.014822060390998485,0.014822060390998485,0.0652361467953403,0.4015182159238495
2025-11-15 00:00:00.000 UTC,7148,0.008631090697260074,0.008631090697260074,0.01918570000954334,0.08949990031415177
2025-11-16 00:00:00.000 UTC,7152,0.009541372858232061,0.009541372858232061,0.035887865646367687,0.37921253315898495
2025-11-17 00:00:00.000 UTC,7121,0.01289816951611814,0.01289816951611814,0.05554454475723138,0.37492341120120914
2025-11-18 00:00:00.000 UTC,7124,0.012965033758248177,0.012965033758248177,0.04695487072632441,0.31329267829915697
2025-11-19 00:00:00.000 UTC,7113,0.012752652427235401,0.012752652427235401,0.04488539427387924,0.27055816193654975
2025-11-20 00:00:00.000 UTC,7124,0.014185123870368755,0.014185123870368755,0.05104243280366756,0.36720772785217143
2025-11-21 00:00:00.000 UTC,7120,0.017763620784246478,0.017763620784246478,0.07632434381605993,0.6682655656226607
2025-11-22 00:00:00.000 UTC,7100,0.009875028684159551,0.009875028684159551,0.027308707809390022,0.16304483368378195
2025-11-23 00:00:00.000 UTC,7115,0.008288209805917535,0.008288209805917535,0.02094793621608994,0.11894369803064779
2025-11-24 00:00:00.000 UTC,7100,0.010327427067388711,0.010327427067388711,0.030396564812138382,0.15244554761365234
2025-11-25 00:00:00.000 UTC,7094,0.010296019945557927,0.010296019945557927,0.031147112415047508,0.15847999725952408
2025-11-26 00:00:00.000 UTC,7118,0.010429295676239174,0.010429295676239174,0.02743497969106988,0.1450701265366295
2025-11-27 00:00:00.000 UTC,7129,0.009513265858505175,0.009513265858505175,0.02236808750366954,0.12159005913120656
2025-11-28 00:00:00.000 UTC,7126,0.009366321099831374,0.009366321099831374,0.02496448539091673,0.13508022436467396
2025-11-29 00:00:00.000 UTC,7154,0.00733033909284111,0.00733033909284111,0.015758740150269127,0.0820047054638259
2025-11-30 00:00:00.000 UTC,7156,0.007179330663430147,0.007179330663430147,0.01473195196443336,0.07129109696680941
2025-12-01 00:00:00.000 UTC,7143,0.012383484147189464,0.012383484147189464,0.043734560452943244,0.2596955933080597
